Commission,Category,Geography,Date,Evaluation,Resignations,CumeResignations,Population
No,Distributio,Europe,12/31/12,B,26,575,176
No,Human Resou,Africa,01/31/13,B,2,2,13
No,Human Resou,Africa,02/28/13,B,1,3,10
No,Human Resou,Africa,03/31/13,B,2,5,10
No,Human Resou,Africa,04/30/13,B,2,7,10
No,Human Resou,Africa,05/31/13,B,1,8,7
No,Human Resou,Africa,06/30/13,B,2,10,7
No,Human Resou,Africa,07/31/13,B,2,12,7
No,Human Resou,Africa,08/31/13,B,1,13,7
No,Human Resou,Africa,09/30/13,B,1,14,3
No,Human Resou,Africa,10/31/13,B,1,15,3
No,Human Resou,Africa,11/30/13,B,1,16,3
No,Human Resou,Africa,12/31/13,B,1,17,3
No,Human Resou,North America,01/31/10,B,3,3,26
No,Human Resou,North America,02/28/10,B,5,8,36
No,Human Resou,North America,03/31/10,B,5,13,33
No,Human Resou,North America,04/30/10,B,12,25,62
No,Human Resou,North America,05/31/10,B,11,36,65
No,Human Resou,North America,06/30/10,B,16,52,75
No,Human Resou,North America,07/31/10,B,21,73,88
No,Human Resou,North America,08/31/10,B,16,89,88
No,Human Resou,North America,09/30/10,B,17,106,91
No,Human Resou,North America,10/31/10,B,13,119,78
No,Human Resou,North America,11/30/10,B,13,132,85
No,Human Resou,North America,12/31/10,B,10,142,88
No,Human Resou,North America,01/31/11,B,15,15,137
No,Human Resou,North America,02/28/11,B,16,31,133
No,Human Resou,North America,03/31/11,B,18,49,137
No,Human Resou,North America,04/30/11,B,24,73,140
No,Human Resou,North America,05/31/11,B,25,98,156
No,Human Resou,North America,06/30/11,B,31,129,159
No,Human Resou,North America,07/31/11,B,35,164,159
No,Human Resou,North America,08/31/11,B,27,191,153
No,Human Resou,North America,09/30/11,B,28,219,159
No,Human Resou,North America,10/31/11,B,24,243,159
No,Human Resou,North America,11/30/11,B,21,264,150
No,Human Resou,North America,12/31/11,B,16,280,150
No,Human Resou,North America,01/31/12,B,23,23,159
No,Human Resou,North America,02/28/12,B,24,47,146
No,Human Resou,North America,03/31/12,B,27,74,153
No,Human Resou,North America,04/30/12,B,35,109,143
No,Human Resou,North America,05/31/12,B,35,144,153
No,Human Resou,North America,06/30/12,B,42,186,153
No,Human Resou,North America,07/31/12,B,37,223,120
No,Human Resou,North America,08/31/12,B,28,251,114
No,Human Resou,North America,09/30/12,B,26,277,107
No,Human Resou,North America,10/31/12,B,18,295,85
No,Human Resou,North America,11/30/12,B,18,313,91
No,Human Resou,North America,12/31/12,B,13,326,88
No,Human Resou,North America,01/31/13,B,7,7,72
No,Human Resou,North America,02/28/13,B,9,16,88
No,Human Resou,North America,03/31/13,B,9,25,78
No,Human Resou,North America,04/30/13,B,15,40,98
No,Human Resou,North America,05/31/13,B,13,53,88
No,Human Resou,North America,06/30/13,B,16,69,91
No,Human Resou,North America,07/31/13,B,20,89,101
No,Human Resou,North America,08/31/13,B,16,105,104
No,Human Resou,North America,09/30/13,B,16,121,104
No,Human Resou,North America,10/31/13,B,13,134,98
No,Human Resou,North America,11/30/13,B,5,139,36
No,Human Resou,North America,12/31/13,B,4,143,39
No,Human Resou,South America,01/31/10,B,2,2,10
No,Human Resou,South America,02/28/10,B,1,3,7
No,Human Resou,South America,03/31/10,B,1,4,3
No,Human Resou,South America,04/30/10,B,4,8,20
No,Human Resou,South America,05/31/10,B,4,12,20
No,Human Resou,South America,06/30/10,B,4,16,20
No,Human Resou,South America,07/31/10,B,17,33,72
No,Human Resou,South America,08/31/10,B,13,46,72
No,Human Resou,South America,09/30/10,B,13,59,68
No,Human Resou,South America,10/31/10,B,12,71,72
No,Human Resou,South America,11/30/10,B,11,82,72
No,Human Resou,South America,12/31/10,B,8,90,72
No,Human Resou,South America,01/31/11,B,8,8,68
No,Human Resou,South America,02/28/11,B,8,16,68
No,Human Resou,South America,03/31/11,B,9,25,68
No,Human Resou,South America,04/30/11,B,1,26,3
No,Human Resou,South America,05/31/11,B,1,27,3
No,Human Resou,South America,06/30/11,B,1,28,3
No,Human Resou,South America,07/31/11,B,1,29,3
No,Human Resou,South America,08/31/11,B,1,30,3
No,Human Resou,South America,09/30/11,B,1,31,3
No,Human Resou,South America,10/31/11,B,1,32,3
No,Human Resou,South America,11/30/11,B,1,33,3
No,Human Resou,South America,12/31/11,B,1,34,3
No,Human Resou,South America,01/31/12,B,1,1,3
No,Human Resou,South America,02/28/12,B,1,2,3
No,Human Resou,South America,03/31/12,B,2,4,7
No,Human Resou,South America,04/30/12,B,2,6,7
No,Human Resou,South America,05/31/12,B,2,8,7
No,Human Resou,South America,06/30/12,B,2,10,7
No,Human Resou,South America,07/31/12,B,1,11,3
No,Human Resou,South America,08/31/12,B,2,13,7
No,Human Resou,South America,09/30/12,B,2,15,7
No,Human Resou,South America,10/31/12,B,2,17,7
No,Human Resou,South America,11/30/12,B,2,19,7
No,Human Resou,South America,12/31/12,B,1,20,7
No,Human Resou,South America,01/31/13,B,2,2,13
No,Human Resou,South America,02/28/13,B,2,4,13
No,Human Resou,South America,03/31/13,B,2,6,13
No,Human Resou,South America,04/30/13,B,2,8,10
No,Human Resou,South America,05/31/13,B,2,10,10
No,Human Resou,South America,06/30/13,B,2,12,10
No,Human Resou,South America,07/31/13,B,2,14,10
No,Human Resou,South America,08/31/13,B,2,16,10
No,Human Resou,South America,09/30/13,B,2,18,10
No,Human Resou,South America,10/31/13,B,2,20,10
No,Human Resou,South America,11/30/13,B,2,22,10
No,Human Resou,South America,12/31/13,B,1,23,10
No,Human Resou,Asia,01/31/10,B,19,19,176
No,Human Resou,Asia,02/28/10,B,48,67,400
No,Human Resou,Asia,03/31/10,B,61,128,455
No,Human Resou,Asia,04/30/10,B,84,212,465
No,Human Resou,Asia,05/31/10,B,79,291,468
No,Human Resou,Asia,06/30/10,B,99,390,481
No,Human Resou,Asia,07/31/10,B,105,495,458
No,Human Resou,Asia,08/31/10,B,102,597,562
No,Human Resou,Asia,09/30/10,B,101,698,559
No,Human Resou,Asia,10/31/10,B,84,782,536
No,Human Resou,Asia,11/30/10,B,74,856,507
No,Human Resou,Asia,12/31/10,B,51,907,471
No,Human Resou,Asia,01/31/11,B,24,24,228
No,Human Resou,Asia,02/28/11,B,21,45,182
No,Human Resou,Asia,03/31/11,B,23,68,182
No,Human Resou,Asia,04/30/11,B,33,101,192
No,Human Resou,Asia,05/31/11,B,31,132,189
No,Human Resou,Asia,06/30/11,B,37,169,189
No,Human Resou,Asia,07/31/11,B,43,212,198
No,Human Resou,Asia,08/31/11,B,37,249,211
No,Human Resou,Asia,09/30/11,B,37,286,211
No,Human Resou,Asia,10/31/11,B,31,317,208
No,Human Resou,Asia,11/30/11,B,29,346,208
No,Human Resou,Asia,12/31/11,B,22,368,208
No,Human Resou,Asia,01/31/12,B,30,30,208
No,Human Resou,Asia,02/28/12,B,35,65,218
No,Human Resou,Asia,03/31/12,B,34,99,192
No,Human Resou,Asia,04/30/12,B,10,109,39
No,Human Resou,Asia,05/31/12,B,9,118,39
No,Human Resou,Asia,06/30/12,B,11,129,39
No,Human Resou,Asia,07/31/12,B,30,159,98
No,Human Resou,Asia,08/31/12,B,21,180,85
No,Human Resou,Asia,09/30/12,B,19,199,78
No,Human Resou,Asia,10/31/12,B,17,216,78
No,Human Resou,Asia,11/30/12,B,15,231,78
No,Human Resou,Asia,12/31/12,B,12,243,78
No,Human Resou,Asia,01/31/13,B,5,5,46
No,Human Resou,Asia,02/28/13,B,4,9,39
No,Human Resou,Asia,03/31/13,B,4,13,36
No,Human Resou,Asia,04/30/13,B,6,19,39
No,Human Resou,Asia,05/31/13,B,6,25,36
No,Human Resou,Asia,06/30/13,B,7,32,39
No,Human Resou,Asia,07/31/13,B,7,39,36
No,Human Resou,Asia,08/31/13,B,6,45,36
No,Human Resou,Asia,09/30/13,B,6,51,39
No,Human Resou,Asia,10/31/13,B,6,57,39
No,Human Resou,Asia,11/30/13,B,5,62,36
No,Human Resou,Asia,12/31/13,B,4,66,36
No,Human Resou,Europe,01/31/10,B,2,2,16
No,Human Resou,Europe,02/28/10,B,2,4,16
No,Human Resou,Europe,03/31/10,B,3,7,16
No,Human Resou,Europe,04/30/10,B,7,14,36
No,Human Resou,Europe,05/31/10,B,8,22,46
No,Human Resou,Europe,06/30/10,B,10,32,46
No,Human Resou,Europe,07/31/10,B,11,43,46
No,Human Resou,Europe,08/31/10,B,8,51,42
No,Human Resou,Europe,09/30/10,B,8,59,39
No,Human Resou,Europe,10/31/10,B,7,66,42
No,Human Resou,Europe,11/30/10,B,7,73,42
No,Human Resou,Europe,12/31/10,B,5,78,42
No,Human Resou,Europe,01/31/11,B,6,6,49
No,Human Resou,Europe,02/28/11,B,4,10,33
No,Human Resou,Europe,03/31/11,B,5,15,33
No,Human Resou,Europe,04/30/11,B,6,21,29
No,Human Resou,Europe,05/31/11,B,5,26,29
No,Human Resou,Europe,06/30/11,B,6,32,29
No,Human Resou,Europe,07/31/11,B,7,39,29
No,Human Resou,Europe,08/31/11,B,6,45,33
No,Human Resou,Europe,09/30/11,B,6,51,29
No,Human Resou,Europe,10/31/11,B,5,56,29
No,Human Resou,Europe,11/30/11,B,5,61,29
No,Human Resou,Europe,12/31/11,B,3,64,26
No,Human Resou,Europe,01/31/12,B,5,5,29
No,Human Resou,Europe,02/28/12,B,4,9,23
No,Human Resou,Europe,03/31/12,B,6,15,29
No,Human Resou,Europe,04/30/12,B,8,23,29
No,Human Resou,Europe,05/31/12,B,7,30,29
No,Human Resou,Europe,06/30/12,B,8,38,29
No,Human Resou,Europe,07/31/12,B,5,43,16
No,Human Resou,Europe,08/31/12,B,3,46,10
No,Human Resou,Europe,09/30/12,B,3,49,10
No,Human Resou,Europe,10/31/12,B,3,52,10
No,Human Resou,Europe,11/30/12,B,3,55,13
No,Human Resou,Europe,12/31/12,B,2,57,13
No,Manufacturi,Africa,01/31/13,B,9,9,98
No,Manufacturi,Africa,02/28/13,B,9,18,85
No,Manufacturi,Africa,03/31/13,B,8,26,68
No,Manufacturi,Africa,04/30/13,B,10,36,65
No,Manufacturi,Africa,05/31/13,B,11,47,72
No,Manufacturi,Africa,06/30/13,B,12,59,65
No,Manufacturi,Africa,07/31/13,B,12,71,59
No,Manufacturi,Africa,08/31/13,B,9,80,55
No,Manufacturi,Africa,09/30/13,B,9,89,55
No,Manufacturi,Africa,10/31/13,B,8,97,55
No,Manufacturi,Africa,11/30/13,B,7,104,55
No,Manufacturi,Africa,12/31/13,B,5,109,55
No,Manufacturi,North America,01/31/10,B,13,13,120
No,Manufacturi,North America,02/28/10,B,17,30,137
No,Manufacturi,North America,03/31/10,B,19,49,137
No,Manufacturi,North America,04/30/10,B,24,73,130
No,Manufacturi,North America,05/31/10,B,21,94,124
No,Manufacturi,North America,06/30/10,B,25,119,120
No,Manufacturi,North America,07/31/10,B,28,147,120
No,Manufacturi,North America,08/31/10,B,23,170,124
No,Manufacturi,North America,09/30/10,B,24,194,133
No,Manufacturi,North America,10/31/10,B,23,217,143
No,Manufacturi,North America,11/30/10,B,20,237,133
No,Manufacturi,North America,12/31/10,B,17,254,156
No,Manufacturi,North America,01/31/11,B,9,9,85
No,Manufacturi,North America,02/28/11,B,9,18,78
No,Manufacturi,North America,03/31/11,B,11,29,81
No,Manufacturi,North America,04/30/11,B,13,42,75
No,Manufacturi,North America,05/31/11,B,13,55,78
No,Manufacturi,North America,06/30/11,B,19,74,94
No,Manufacturi,North America,07/31/11,B,20,94,88
No,Manufacturi,North America,08/31/11,B,17,111,98
No,Manufacturi,North America,09/30/11,B,17,128,94
No,Manufacturi,North America,10/31/11,B,14,142,94
No,Manufacturi,North America,11/30/11,B,13,155,94
No,Manufacturi,North America,12/31/11,B,10,165,91
No,Manufacturi,North America,01/31/12,B,15,15,101
No,Manufacturi,North America,02/28/12,B,15,30,91
No,Manufacturi,North America,03/31/12,B,19,49,104
No,Manufacturi,North America,04/30/12,B,16,65,65
No,Manufacturi,North America,05/31/12,B,14,79,62
No,Manufacturi,North America,06/30/12,B,15,94,55
No,Manufacturi,North America,07/31/12,B,12,106,39
No,Manufacturi,North America,08/31/12,B,9,115,36
No,Manufacturi,North America,09/30/12,B,9,124,36
No,Manufacturi,North America,10/31/12,B,8,132,36
No,Manufacturi,North America,11/30/12,B,7,139,36
No,Manufacturi,North America,12/31/12,B,5,144,29
No,Manufacturi,North America,01/31/13,B,2,2,16
No,Manufacturi,North America,02/28/13,B,2,4,16
No,Manufacturi,North America,03/31/13,B,2,6,13
No,Manufacturi,North America,04/30/13,B,2,8,13
No,Manufacturi,North America,05/31/13,B,2,10,10
No,Manufacturi,North America,06/30/13,B,2,12,7
No,Manufacturi,North America,07/31/13,B,1,13,3
No,Manufacturi,North America,08/31/13,B,2,15,10
No,Manufacturi,North America,09/30/13,B,1,16,3
No,Manufacturi,North America,10/31/13,B,1,17,3
No,Manufacturi,North America,11/30/13,B,1,18,7
No,Manufacturi,North America,12/31/13,B,1,19,7
No,Manufacturi,South America,01/31/10,B,51,51,468
No,Manufacturi,South America,02/28/10,B,63,114,517
No,Manufacturi,South America,03/31/10,B,69,183,517
No,Manufacturi,South America,04/30/10,B,94,277,517
No,Manufacturi,South America,05/31/10,B,87,364,517
No,Manufacturi,South America,06/30/10,B,105,469,510
No,Manufacturi,South America,07/31/10,B,105,574,458
No,Manufacturi,South America,08/31/10,B,83,657,458
No,Manufacturi,South America,09/30/10,B,82,739,455
No,Manufacturi,South America,10/31/10,B,72,811,458
No,Manufacturi,South America,11/30/10,B,66,877,458
No,Manufacturi,South America,12/31/10,B,50,927,455
No,Manufacturi,South America,01/31/11,B,49,49,468
No,Manufacturi,South America,02/28/11,B,51,100,442
No,Manufacturi,South America,03/31/11,B,56,156,439
No,Manufacturi,South America,04/30/11,B,76,232,439
No,Manufacturi,South America,05/31/11,B,68,300,426
No,Manufacturi,South America,06/30/11,B,83,383,426
No,Manufacturi,South America,07/31/11,B,97,480,445
No,Manufacturi,South America,08/31/11,B,76,556,442
No,Manufacturi,South America,09/30/11,B,75,631,436
No,Manufacturi,South America,10/31/11,B,64,695,426
No,Manufacturi,South America,11/30/11,B,59,754,426
No,Manufacturi,South America,12/31/11,B,44,798,419
No,Manufacturi,South America,01/31/12,B,62,62,429
No,Manufacturi,South America,02/28/12,B,68,130,423
No,Manufacturi,South America,03/31/12,B,73,203,413
No,Manufacturi,South America,04/30/12,B,1,204,3
No,Manufacturi,South America,05/31/12,B,1,205,3
No,Manufacturi,South America,06/30/12,B,1,206,3
No,Manufacturi,South America,07/31/12,B,1,207,3
No,Manufacturi,South America,08/31/12,B,1,208,3
No,Manufacturi,South America,09/30/12,B,1,209,3
No,Manufacturi,South America,10/31/12,B,1,210,3
No,Manufacturi,South America,11/30/12,B,1,211,3
No,Manufacturi,South America,12/31/12,B,1,212,3
No,Manufacturi,South America,01/31/13,B,1,1,7
No,Manufacturi,South America,02/28/13,B,1,2,7
No,Manufacturi,South America,03/31/13,B,1,3,3
No,Manufacturi,South America,04/30/13,B,1,4,3
No,Manufacturi,South America,05/31/13,B,1,5,3
No,Manufacturi,South America,06/30/13,B,1,6,3
No,Manufacturi,South America,07/31/13,B,1,7,3
No,Manufacturi,South America,08/31/13,B,1,8,3
No,Manufacturi,South America,09/30/13,B,1,9,3
No,Manufacturi,South America,10/31/13,B,1,10,3
No,Manufacturi,South America,11/30/13,B,1,11,3
No,Manufacturi,South America,12/31/13,B,1,12,3
No,Manufacturi,Asia,01/31/10,B,7,7,59
No,Manufacturi,Asia,02/28/10,B,8,15,65
No,Manufacturi,Asia,03/31/10,B,10,25,68
No,Manufacturi,Asia,04/30/10,B,13,38,72
No,Manufacturi,Asia,05/31/10,B,13,51,72
No,Manufacturi,Asia,06/30/10,B,16,67,75
No,Manufacturi,Asia,07/31/10,B,18,85,75
No,Manufacturi,Asia,08/31/10,B,6,91,33
No,Manufacturi,Asia,09/30/10,B,7,98,36
No,Manufacturi,Asia,10/31/10,B,6,104,36
No,Manufacturi,Asia,11/30/10,B,6,110,39
No,Manufacturi,Asia,12/31/10,B,4,114,36
No,Manufacturi,Asia,01/31/11,B,10,10,94
No,Manufacturi,Asia,02/28/11,B,10,20,81
No,Manufacturi,Asia,03/31/11,B,10,30,78
No,Manufacturi,Asia,04/30/11,B,24,54,137
No,Manufacturi,Asia,05/31/11,B,11,65,68
No,Manufacturi,Asia,06/30/11,B,14,79,68
No,Manufacturi,Asia,07/31/11,B,17,96,75
No,Manufacturi,Asia,08/31/11,B,16,112,91
No,Manufacturi,Asia,09/30/11,B,16,128,88
No,Manufacturi,Asia,10/31/11,B,13,141,81
No,Manufacturi,Asia,11/30/11,B,12,153,81
No,Manufacturi,Asia,12/31/11,B,9,162,81
No,Manufacturi,Asia,01/31/12,B,16,16,107
No,Manufacturi,Asia,02/28/12,B,18,34,111
No,Manufacturi,Asia,03/31/12,B,1,35,3
No,Manufacturi,Asia,04/30/12,B,1,36,3
No,Manufacturi,Asia,05/31/12,B,1,37,3
No,Manufacturi,Asia,06/30/12,B,1,38,3
No,Manufacturi,Asia,07/31/12,B,1,39,3
No,Manufacturi,Asia,08/31/12,B,1,40,3
No,Manufacturi,Asia,09/30/12,B,2,42,7
No,Manufacturi,Asia,10/31/12,B,1,43,3
No,Manufacturi,Asia,11/30/12,B,1,44,3
No,Manufacturi,Asia,12/31/12,B,1,45,3
No,Manufacturi,Asia,01/31/13,B,1,1,7
No,Manufacturi,Asia,02/28/13,B,1,2,7
No,Manufacturi,Asia,03/31/13,B,1,3,3
No,Manufacturi,Asia,04/30/13,B,1,4,3
No,Manufacturi,Asia,05/31/13,B,1,5,3
No,Manufacturi,Asia,06/30/13,B,1,6,3
No,Manufacturi,Asia,07/31/13,B,1,7,3
No,Manufacturi,Asia,08/31/13,B,1,8,3
No,Manufacturi,Asia,09/30/13,B,1,9,3
No,Manufacturi,Asia,10/31/13,B,1,10,3
No,Manufacturi,Asia,11/30/13,B,1,11,3
No,Manufacturi,Asia,12/31/13,B,1,12,3
No,Manufacturi,Europe,01/31/10,B,10,10,85
No,Manufacturi,Europe,02/28/10,B,12,22,98
No,Manufacturi,Europe,03/31/10,B,13,35,98
No,Manufacturi,Europe,04/30/10,B,19,54,101
No,Manufacturi,Europe,05/31/10,B,20,74,114
No,Manufacturi,Europe,06/30/10,B,26,100,124
No,Manufacturi,Europe,07/31/10,B,30,130,130
No,Manufacturi,Europe,08/31/10,B,24,154,133
No,Manufacturi,Europe,09/30/10,B,30,184,163
No,Manufacturi,Europe,10/31/10,B,26,210,163
No,Manufacturi,Europe,11/30/10,B,23,233,159
No,Manufacturi,Europe,12/31/10,B,18,251,159
No,Manufacturi,Europe,01/31/11,B,14,14,127
No,Manufacturi,Europe,02/28/11,B,15,29,130
No,Manufacturi,Europe,03/31/11,B,17,46,133
No,Manufacturi,Europe,04/30/11,B,23,69,130
No,Manufacturi,Europe,05/31/11,B,20,89,120
No,Manufacturi,Europe,06/30/11,B,27,116,137
No,Manufacturi,Europe,07/31/11,B,27,143,124
No,Manufacturi,Europe,08/31/11,B,22,165,124
No,Manufacturi,Europe,09/30/11,B,22,187,127
No,Manufacturi,Europe,10/31/11,B,20,207,130
No,Manufacturi,Europe,11/30/11,B,17,224,124
No,Manufacturi,Europe,12/31/11,B,13,237,117
No,Manufacturi,Europe,01/31/12,B,14,14,94
No,Manufacturi,Europe,02/28/12,B,13,27,81
No,Manufacturi,Europe,03/31/12,B,17,44,94
No,Manufacturi,Europe,04/30/12,B,18,62,72
No,Manufacturi,Europe,05/31/12,B,16,78,68
No,Manufacturi,Europe,06/30/12,B,19,97,68
No,Manufacturi,Europe,07/31/12,B,16,113,52
No,Manufacturi,Europe,08/31/12,B,13,126,52
No,Manufacturi,Europe,09/30/12,B,15,141,59
No,Manufacturi,Europe,10/31/12,B,12,153,55
No,Manufacturi,Europe,11/30/12,B,12,165,59
No,Manufacturi,Europe,12/31/12,B,8,173,55
No,Marketing,Africa,01/31/13,B,2,2,16
No,Marketing,Africa,02/28/13,B,2,4,13
No,Marketing,Africa,03/31/13,B,2,6,13
No,Marketing,Africa,04/30/13,B,2,8,10
No,Marketing,Africa,05/31/13,B,1,9,7
No,Marketing,Africa,06/30/13,B,2,11,7
No,Marketing,Africa,07/31/13,B,2,13,10
No,Marketing,Africa,08/31/13,B,1,14,7
No,Marketing,Africa,09/30/13,B,1,15,3
No,Marketing,Africa,10/31/13,B,1,16,3
No,Marketing,Africa,11/30/13,B,1,17,3
No,Marketing,Africa,12/31/13,B,1,18,3
No,Marketing,North America,01/31/10,B,22,22,198
No,Marketing,North America,02/28/10,B,23,45,189
No,Marketing,North America,03/31/10,B,23,68,169
No,Marketing,North America,04/30/10,B,29,97,156
No,Marketing,North America,05/31/10,B,31,128,179
No,Marketing,North America,06/30/10,B,36,164,172
No,Marketing,North America,07/31/10,B,36,200,156
No,Marketing,North America,08/31/10,B,27,227,146
No,Marketing,North America,09/30/10,B,27,254,150
No,Marketing,North America,10/31/10,B,24,278,153
No,Marketing,North America,11/30/10,B,21,299,143
No,Marketing,North America,12/31/10,B,16,315,143
No,Marketing,North America,01/31/11,B,7,7,65
No,Marketing,North America,02/28/11,B,7,14,55
No,Marketing,North America,03/31/11,B,9,23,68
No,Marketing,North America,04/30/11,B,13,36,75
